id,mz,rt,ms1_isotopes,S110,S111,S144,S134,S98,S99
M59T274,59.0490220343218,274.263,NA,16676.5014173612,15646.913618005,17155.6408272194,18287.4651717974,18565.167787864,15685.4349069155
M59T224,59.0602435294762,223.88049999999,NA,408301.056443092,394314.019545915,403526.068176079,397132.549533812,501497.740718369,411745.528764733
M59T250,59.0602348874592,249.90300000002,NA,617202.675993904,606012.424041273,610306.751730462,614917.721828408,598879.833525276,620257.824842733
M60T219,60.0442985309725,218.637,NA,8370.72703593739,90070.622206992,89735.3376541255,102805.664971191,107690.635293134,97912.1891275967
M60T164,60.0442550115617,164.11300000001,NA,71686.5927587552,72302.8198095487,69734.3687479131,76436.5895437171,81352.2291914462,32426.4970140622
M60T42,60.0442309082961,41.86900000001,NA,42268.4952073497,62081.5334500683,61099.2303756924,58331.5368327661,61828.8603459988,64440.9684712531
M60T94,60.0442529733368,94.09250000002,NA,118894.610248703,150074.279301768,115297.485155906,154348.212161872,82383.9912268278,3347.10646932571
M60T127,60.0442058132899,127.12100000002,NA,4368.01961131394,10702.3903546875,3701.57527056336,6304.39239454627,5602.80911880437,3692.20871374011
M60T144,60.0442458219444,144.15500000002,NA,85504.8830640779,71598.428900581,78776.3837696762,77411.0849232874,85705.4554338842,119212.860754743
M60T257,60.0557969826059,256.57999999998,NA,17900.7805244367,26019.8061746411,25441.9768206161,15979.8233569574,26020.8610957519,15322.1517255193
M60T195,60.0807172697332,194.85750000001,NA,107345.737391361,98248.3829061982,99593.0452769972,98504.1039168216,109102.610662633,104891.06615929
